A,B,C
1.135273193108317,0.35502044635391933,-0.9999112662904268
1.2918399435841215,0.2141723533470515,-0.5336413365455552
1.2918399435841215,-0.08697449185368095,-0.3054944333948089
-1.7560960829975856,1.4323786000575895,-1.2127274942692599
1.1865969218024515,-0.42915572653884215,-0.6321918811584595
-0.8639727902079275,1.2580837608722681,1.1095090771704657
1.276103346230829,0.10170435985368878,-0.6149175210179376
-2.0522550086942557,0.24347660089238674,0.8005122836244826
1.0911750448738686,-0.3451334220762738,-0.9639779888808057
1.0424053969266776,-0.7503243535284604,-0.7100305112756992
-1.7560960829975856,-1.4560198010755911,-0.5619600818487333
-1.9599360826568002,-1.2891827141260725,-0.19988377782987415
1.3076197924061914,0.1337260958134065,-0.29749877698615307
-1.2545666910738873,0.09823098368885427,1.2719624660117772
-0.3291644847290407,-1.0653790353276023,-1.6373830758175694
-1.835366389169467,1.5626486447089953,-0.9750725978770655
-0.3623733480832198,0.12968703108215748,1.3551465750988176
-2.4353307844459477,0.007627320865672447,-0.8303712881911212
-0.8971816535621066,-1.854834731788023,-0.5037667059239932
-1.9358128599772826,-0.8522210883883343,0.571622568258638
0.30366424863825375,-1.2431381143012692,0.6068581724430693
-1.782878505212471,0.1117387200129959,1.020617693267275
-0.39565860746198594,-1.8360978983402316,0.01873101528346645
0.4192219590730942,-1.3391403666151847,-1.0149732488344025
-1.158894721004422,-1.1855516479317658,0.8569907370343219
0.7094667216861351,-0.602663317830237,-1.3573731968355598
1.3082050627979893,0.19454171892617939,-0.32675641789439036
-0.09968754537736371,-1.1146510051523977,0.9197604780126942
-1.22285851207967,2.0696503588631563,0.13880688595735355
-0.963329755583109,-1.6417809561120031,0.42426342070013257
-1.9112867484047782,0.036939832161157815,-1.551847793994891
-0.6969855974823688,-0.15851511141839572,-1.9756210771999392
1.2470754681338627,0.5664422305160572,-0.030026085100683282
0.9890979234818309,-0.3273293267535808,-1.1475020171771109
-0.562875337922325,1.7603138597765478,0.7790022618402208
-0.16461917247128943,-1.3271330413535332,0.770721576570115
-2.3616193313994644,0.9533538438466562,-0.6269153202355131
0.8479099581224246,0.07782443393908171,-1.4061818721730668
1.148913198302271,0.10424454644163987,-0.9839777170151393
-1.9358128599772826,0.6857896677314109,0.8372141361024755
-1.4705204349364314,0.1673222581210108,-1.823198159636026
-2.0522550086942557,-0.4297732684829782,0.6842520509527805
-0.6299406820791003,2.2444387026526926,-0.12432352087063817
-2.215444061772978,-0.005440739057134138,0.6022928725036221
-2.233708654828221,-0.11432475964727479,0.5574503039286919
0.8259088704031082,-0.6907623868699174,-1.1767348603301662
0.33299481806494935,-0.8129472574688528,0.9080092809647565
-0.29604213314092787,-1.5792686234205464,0.52849730862691
-0.8971816535621066,2.1051467323838797,-0.8987850901368746
-1.7014950665362478,1.8877612436868945,-0.20612219766107406
-2.1577448749098305,0.32319881781432136,-1.3110562134992827
-1.7560960829975856,-1.4610733733626173,-0.09150249198625737
1.2089846461548002,0.6281917243695178,-0.7093334964937938
0.3620371755874662,-0.9290998684616405,-1.45146724379649
-2.006944593629797,-0.07668726626988875,0.8255187305705042
-2.1577448749098305,1.0483447807337334,0.39988061557053517
0.02822055278274004,0.9001598098537196,1.1629383046934256
1.3076197924061914,0.23470716073074463,-0.30036364187594256
-0.9962488448972656,2.1883314243207854,-0.042530548108184366
-1.158894721004422,-1.7781089722134507,-0.581777702646151
-2.3175211831650158,-0.7698869121912543,-0.24050678777895024
0.9112167338870936,-0.6857125033986249,0.42907263209608637
-0.763928400230189,-0.92757840867065,-1.7320127320372556
0.05973335706639858,-0.27005441052158313,1.2198006139842548
1.2918399435841215,0.3483468649637951,-0.1405783866247366
-2.029815562675453,1.5729294303175698,-0.4636961564733602
0.50261937706979,-0.48986282685786137,-1.573266640972816
1.276103346230829,-0.09068135847045451,-0.10369003140641765
1.2551883735449831,0.4219745271701563,-0.6574942190032641
1.2959268595414826,0.2846150271164439,-0.4872780882983187
0.9112167338870936,-0.7171503050836074,-1.0341523085618451
-1.9599360826568002,0.7497084397351397,0.795402866046725
1.1745789716709374,0.15036071223763484,0.30196020501794946
-1.1909646169933792,2.070282171504623,0.16821364995696575
-2.4456937391490694,-0.17869881020338013,0.09746962804905701
-1.7560960829975856,-0.9430000719097802,0.6836858076050161
-0.963329755583109,2.1581505403956793,0.09979205425043054
-1.9599360826568002,0.7970674729752726,-1.408851722005878
-2.1577448749098305,-1.0110348618861045,-0.5660727981747475
-0.8306875308291615,2.2444387026526926,-0.3004775712718144
1.1980666445599601,-0.446558112461828,-0.548370710931072
-1.8610558625936626,1.7435287389273906,-0.5045004258748166
-2.4734216064250103,-0.07222819525305545,-0.6823330308464496
0.50261937706979,-0.06609009424349331,-1.671987707958908
1.1745789716709374,0.26958418280600327,-0.9287562363187575
-2.006944593629797,-0.834909655896928,0.4979885215655287
-2.1169165255455518,0.23984782444990307,-1.3631683807655512
-2.1966914014518335,-0.8073894577745876,0.1977752571062705
-0.6969855974823688,0.7721026796544233,1.2992005085722311
-0.8639727902079275,0.4875044192418141,-1.967545171330498
-1.2545666910738873,0.7388711443458802,1.2080569544799098
-0.9303040051502195,1.8491055618913048,-1.2802836285334487
-2.3616193313994644,-0.07514812492849705,-0.981595932914567
0.44734696599719354,-0.42225041002809593,1.0012029073191353
-0.963329755583109,1.6382636732187685,-1.4765003692062082
1.2627321579614366,-0.0897916973488863,-0.025713909804941877
-1.22285851207967,1.8238884339400416,-1.1971614482605206
-0.26301638270803834,-1.476943301282922,0.6471393053034624
-0.6969855974823688,1.8493987750881133,0.686367341885673
0.02822055278274004,2.0378255625118156,0.18896942239372094
-2.1169165255455518,0.08220784644425924,-1.3609329139472675
-2.4353307844459477,0.23516342774062685,0.2179923412750609
-2.4456937391490694,-0.31789391722219085,-0.013658528325124807
1.0754312099776855,-0.6512535430003142,-0.7471426855510718
-0.963329755583109,-1.1679539986362344,0.9259352169581753
-1.2545666910738873,-0.17281190739402666,-1.877052220545012
-1.158894721004422,1.5272086930821869,-1.506402317178067
0.8259088704031082,-0.3424732543177769,-1.3467525295814344
-1.22285851207967,2.138012486595712,-0.4960037328154782
-0.963329755583109,-1.8281004275608626,-0.04160427725755721
1.2627321579614366,-0.2511442480915275,-0.4064152246388793
